"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2011"	"2011"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	10	2552	391.8 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	14	2611	536.2 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	19	9373	202.7 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	28	20222	138.5
	"Alabama"	"01"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	19	12952	146.7 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	10	5653	176.9 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	16	7213	221.8 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	16	3510	455.8 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	17	1480	1148.6 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	18	1442	1248.3 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	20	759	2635.0
	"Alabama"	"01"	"2011"	"2011"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	15	638	2351.1 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	17	271	6273.1 (Unreliable)
	"Alabama"	"01"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	14	177	7909.6 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	12	2129	563.6 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	13	8297	156.7 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	22	19356	113.7
	"Alabama"	"01"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	22	13284	165.6
	"Alabama"	"01"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	19	7569	251.0 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	11	3204	343.3 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	18	3842	468.5 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	12	1612	744.4 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	11	1565	702.9 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	21	814	2579.9
	"Alabama"	"01"	"2012"	"2012"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	17	716	2374.3 (Unreliable)
	"Alabama"	"01"	"2012"	"2012"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	15	333	4504.5 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	12	2181	550.2 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	15	2165	692.8 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	10	7565	132.2 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	21	18457	113.8
	"Alabama"	"01"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	14	13658	102.5 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	14	6243	224.3 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	25	7949	314.5
	"Alabama"	"01"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	19	4055	468.6 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	14	1741	804.1 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	15	1714	875.1 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	20	893	2239.6
	"Alabama"	"01"	"2013"	"2013"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	23	781	2944.9
	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	19	360	5277.8 (Unreliable)
	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	12	211	5687.2 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	15	2160	694.4 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	11	2161	509.0 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	10	7205	138.8 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18	17735	101.5 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	19	13972	136.0 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	11	6599	166.7 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	19	8239	230.6 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	16	3615	442.6 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	26	4367	595.4
	"Alabama"	"01"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	17	1847	920.4 (Unreliable)
	"Alabama"	"01"	"2014"	"2014"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	27	1875	1440.0
	"Alabama"	"01"	"2014"	"2014"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	20	978	2045.0
	"Alabama"	"01"	"2014"	"2014"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	20	803	2490.7
	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	24	401	5985.0
	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	14	247	5668.0 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	12	2034	590.0 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	14	2032	689.0 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	11	6851	160.6 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10	12736	78.5 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	16	17031	93.9 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	26	14210	183.0
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	19	8703	218.3 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	17	3861	440.3 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	27	4699	574.6
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	12	2065	581.1 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	25	2046	1221.9
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	16	1005	1592.0 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	20	825	2424.2
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	19	440	4318.2 (Unreliable)
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	13	294	4421.8 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	12	1842	651.5 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	11	1979	555.8 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	24	16284	147.4
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	20	14519	137.8
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	23	9082	253.2
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	15	4161	360.5 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	25	5027	497.3
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	14	2226	628.9 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	14	2243	624.2 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	13	1069	1216.1 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	14	919	1523.4 (Unreliable)
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	24	488	4918.0
	"Alaska"	"02"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	12	1575	761.9 (Unreliable)
	"Alaska"	"02"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	11	1058	1039.7 (Unreliable)
	"Alaska"	"02"	"2012"	"2012"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	11	455	2417.6 (Unreliable)
	"Alaska"	"02"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	10	1875	533.3 (Unreliable)
	"Alaska"	"02"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	11	1227	896.5 (Unreliable)
	"Alaska"	"02"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	14	1248	1121.8 (Unreliable)
	"Alaska"	"02"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	10	79	12658.2 (Unreliable)
	"Alaska"	"02"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	11	507	2169.6 (Unreliable)
	"Alaska"	"02"	"2016"	"2016"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	10	550	1818.2 (Unreliable)
	"Arizona"	"04"	"1999"	"1999"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	99	14664	675.1
	"Arizona"	"04"	"1999"	"1999"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	139	15274	910.0
	"Arizona"	"04"	"1999"	"1999"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	18	52668	34.2 (Unreliable)
	"Arizona"	"04"	"1999"	"1999"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	26	55319	47.0
	"Arizona"	"04"	"1999"	"1999"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	11	64864	17.0 (Unreliable)
	"Arizona"	"04"	"1999"	"1999"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	11	54087	20.3 (Unreliable)
	"Arizona"	"04"	"1999"	"1999"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	12	56608	21.2 (Unreliable)
	"Arizona"	"04"	"1999"	"1999"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	24	52290	45.9
	"Arizona"	"04"	"1999"	"1999"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	82	58587	140.0
	"Arizona"	"04"	"1999"	"1999"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	20	52383	38.2
	"Arizona"	"04"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	110	63406	173.5
	"Arizona"	"04"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	65	98399	66.1
	"Arizona"	"04"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	201	113925	176.4
	"Arizona"	"04"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	82	76684	106.9
