"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	38	4142710	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	27	4175001	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	11	2722869	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	11	2890489	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	13	4101270	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	11	4175001	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	111	2541534	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	148	2611097	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	152	2722869	5.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	156	2808111	5.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	126	2890489	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	159	2964104	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	135	3035459	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	185	3112991	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	160	3199084	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	161	3296848	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	139	3401231	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	160	3478965	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	169	3585797	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	184	3674026	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	197	3767371	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	245	3857273	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	242	3940174	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	215	3994027	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	236	4101270	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	229	4111823	5.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	256	4142710	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	309	4175001	7.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	103	2541534	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	89	2611097	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	110	2722869	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	125	2808111	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	114	2890489	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	120	2964104	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	123	3035459	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	140	3112991	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	148	3199084	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	168	3296848	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	147	3401231	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	166	3478965	4.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	165	3585797	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	158	3674026	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	152	3767371	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	131	3857273	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	132	3940174	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	119	3994027	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	110	4101270	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	48	4111823	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	67	4142710	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	61	4175001	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	625	2541534	24.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	635	2611097	24.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	566	2722869	20.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	585	2808111	20.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	563	2890489	19.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	456	2964104	15.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	467	3035459	15.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	410	3112991	13.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	381	3199084	11.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	344	3296848	10.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	337	3401231	9.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	312	3478965	9.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	272	3585797	7.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	183	3674026	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	222	3767371	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	180	3857273	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	157	3940174	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	169	3994027	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	146	4101270	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	115	4111823	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	134	4142710	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	112	4175001	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	42	2541534	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	38	2611097	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	41	2722869	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	50	2808111	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	50	2890489	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	49	2964104	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	32	3035459	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	34	3112991	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	34	3199084	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	31	3296848	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	40	3401231	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	39	3478965	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	46	3585797	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	38	3674026	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	39	3767371	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	36	3857273	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	42	3940174	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	48	3994027	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	49	4101270	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	54	4111823	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	65	4142710	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	9213	4175001	220.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	1615	2541534	63.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	1699	2611097	65.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	1737	2722869	63.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	1829	2808111	65.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	1979	2890489	68.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	1887	2964104	63.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	1973	3035459	65.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	1981	3112991	63.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	2059	3199084	64.4
