"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"1983"	"1983"	35056	4317920	811.9
	"Maryland"	"24"	"1984"	"1984"	35466	4369622	811.6
	"Maryland"	"24"	"1985"	"1985"	36620	4418431	828.8
	"Maryland"	"24"	"1986"	"1986"	37358	4491956	831.7
	"Maryland"	"24"	"1987"	"1987"	38034	4571635	832.0
	"Maryland"	"24"	"1988"	"1988"	38655	4664719	828.7
	"Maryland"	"24"	"1989"	"1989"	38353	4734189	810.1
	"Maryland"	"24"	"1990"	"1990"	38413	4784119	802.9
	"Maryland"	"24"	"1991"	"1991"	38427	4868547	789.3
	"Maryland"	"24"	"1992"	"1992"	38891	4924464	789.8
	"Maryland"	"24"	"1993"	"1993"	40373	4972392	811.9
	"Maryland"	"24"	"1994"	"1994"	41036	5023845	816.8
	"Maryland"	"24"	"1995"	"1995"	41842	5070237	825.2
	"Maryland"	"24"	"1996"	"1996"	41955	5113159	820.5
	"Maryland"	"24"	"1997"	"1997"	41794	5156659	810.5
	"Maryland"	"24"	"1998"	"1998"	42059	5205894	807.9
"Total"	"Maryland"	"24"			759142	93693056	810.2
	"Massachusetts"	"25"	"1979"	"1979"	52028	5748843	905.0
	"Massachusetts"	"25"	"1980"	"1980"	55070	5742222	959.0
	"Massachusetts"	"25"	"1981"	"1981"	52982	5773757	917.6
	"Massachusetts"	"25"	"1982"	"1982"	52946	5777189	916.5
	"Massachusetts"	"25"	"1983"	"1983"	54291	5804093	935.4
	"Massachusetts"	"25"	"1984"	"1984"	55332	5846449	946.4
	"Massachusetts"	"25"	"1985"	"1985"	55593	5888059	944.2
	"Massachusetts"	"25"	"1986"	"1986"	55803	5908572	944.4
	"Massachusetts"	"25"	"1987"	"1987"	55599	5941484	935.8
	"Massachusetts"	"25"	"1988"	"1988"	56483	5988121	943.3
	"Massachusetts"	"25"	"1989"	"1989"	53922	6024327	895.1
	"Massachusetts"	"25"	"1990"	"1990"	53179	6018936	883.5
	"Massachusetts"	"25"	"1991"	"1991"	53075	6019893	881.7
	"Massachusetts"	"25"	"1992"	"1992"	53878	6030816	893.4
	"Massachusetts"	"25"	"1993"	"1993"	55634	6061991	917.8
	"Massachusetts"	"25"	"1994"	"1994"	54947	6096823	901.2
	"Massachusetts"	"25"	"1995"	"1995"	55476	6141664	903.3
	"Massachusetts"	"25"	"1996"	"1996"	55331	6180890	895.2
	"Massachusetts"	"25"	"1997"	"1997"	54685	6227915	878.1
	"Massachusetts"	"25"	"1998"	"1998"	55237	6275021	880.3
"Total"	"Massachusetts"	"25"			1091491	119497065	913.4
	"Michigan"	"26"	"1979"	"1979"	73701	9257009	796.2
	"Michigan"	"26"	"1980"	"1980"	75187	9270570	811.0
	"Michigan"	"26"	"1981"	"1981"	75842	9211052	823.4
	"Michigan"	"26"	"1982"	"1982"	75694	9116004	830.3
	"Michigan"	"26"	"1983"	"1983"	76684	9044768	847.8
	"Michigan"	"26"	"1984"	"1984"	76588	9051129	846.2
	"Michigan"	"26"	"1985"	"1985"	78722	9080608	866.9
	"Michigan"	"26"	"1986"	"1986"	80222	9131461	878.5
	"Michigan"	"26"	"1987"	"1987"	79622	9192919	866.1
	"Michigan"	"26"	"1988"	"1988"	80147	9220559	869.2
	"Michigan"	"26"	"1989"	"1989"	78861	9261707	851.5
	"Michigan"	"26"	"1990"	"1990"	78744	9297733	846.9
	"Michigan"	"26"	"1991"	"1991"	79980	9405654	850.3
	"Michigan"	"26"	"1992"	"1992"	79079	9481313	834.1
	"Michigan"	"26"	"1993"	"1993"	82570	9542498	865.3
	"Michigan"	"26"	"1994"	"1994"	82943	9601374	863.9
	"Michigan"	"26"	"1995"	"1995"	83661	9678159	864.4
	"Michigan"	"26"	"1996"	"1996"	83622	9761416	856.7
	"Michigan"	"26"	"1997"	"1997"	83301	9811768	849.0
	"Michigan"	"26"	"1998"	"1998"	85160	9851606	864.4
"Total"	"Michigan"	"26"			1590330	187269307	849.2
	"Minnesota"	"27"	"1979"	"1979"	32089	4043445	793.6
	"Minnesota"	"27"	"1980"	"1980"	33366	4082304	817.3
	"Minnesota"	"27"	"1981"	"1981"	32837	4116561	797.7
	"Minnesota"	"27"	"1982"	"1982"	32978	4134565	797.6
	"Minnesota"	"27"	"1983"	"1983"	33937	4140847	819.6
	"Minnesota"	"27"	"1984"	"1984"	33766	4158462	812.0
	"Minnesota"	"27"	"1985"	"1985"	34801	4185589	831.4
	"Minnesota"	"27"	"1986"	"1986"	35082	4205059	834.3
	"Minnesota"	"27"	"1987"	"1987"	34524	4234621	815.3
	"Minnesota"	"27"	"1988"	"1988"	35447	4296514	825.0
	"Minnesota"	"27"	"1989"	"1989"	34307	4338139	790.8
	"Minnesota"	"27"	"1990"	"1990"	34776	4374144	795.0
	"Minnesota"	"27"	"1991"	"1991"	35309	4442550	794.8
	"Minnesota"	"27"	"1992"	"1992"	35037	4496148	779.3
	"Minnesota"	"27"	"1993"	"1993"	36450	4556938	799.9
	"Minnesota"	"27"	"1994"	"1994"	36539	4611776	792.3
	"Minnesota"	"27"	"1995"	"1995"	37507	4661111	804.7
	"Minnesota"	"27"	"1996"	"1996"	37184	4713977	788.8
	"Minnesota"	"27"	"1997"	"1997"	36913	4764459	774.8
	"Minnesota"	"27"	"1998"	"1998"	37195	4815103	772.5
"Total"	"Minnesota"	"27"			700044	87372312	801.2
	"Mississippi"	"28"	"1979"	"1979"	22985	2511256	915.3
	"Mississippi"	"28"	"1980"	"1980"	23656	2525447	936.7
	"Mississippi"	"28"	"1981"	"1981"	23460	2541298	923.2
	"Mississippi"	"28"	"1982"	"1982"	23283	2558332	910.1
	"Mississippi"	"28"	"1983"	"1983"	23942	2567091	932.7
	"Mississippi"	"28"	"1984"	"1984"	23939	2577540	928.8
	"Mississippi"	"28"	"1985"	"1985"	24691	2587595	954.2
	"Mississippi"	"28"	"1986"	"1986"	24429	2592534	942.3
	"Mississippi"	"28"	"1987"	"1987"	24634	2588225	951.8
	"Mississippi"	"28"	"1988"	"1988"	24834	2581921	961.8
	"Mississippi"	"28"	"1989"	"1989"	25386	2577300	985.0
	"Mississippi"	"28"	"1990"	"1990"	25127	2575063	975.8
	"Mississippi"	"28"	"1991"	"1991"	25664	2601024	986.7
	"Mississippi"	"28"	"1992"	"1992"	25259	2624678	962.4
	"Mississippi"	"28"	"1993"	"1993"	26399	2656371	993.8
	"Mississippi"	"28"	"1994"	"1994"	26778	2690511	995.3
	"Mississippi"	"28"	"1995"	"1995"	27026	2724100	992.1
	"Mississippi"	"28"	"1996"	"1996"	26682	2749883	970.3
	"Mississippi"	"28"	"1997"	"1997"	27503	2778557	989.8
	"Mississippi"	"28"	"1998"	"1998"	27847	2807091	992.0
"Total"	"Mississippi"	"28"			503524	52415817	960.6
	"Missouri"	"29"	"1979"	"1979"	48002	4896275	980.4
	"Missouri"	"29"	"1980"	"1980"	49660	4924814	1008.4
	"Missouri"	"29"	"1981"	"1981"	48848	4936035	989.6
	"Missouri"	"29"	"1982"	"1982"	48277	4932516	978.7
	"Missouri"	"29"	"1983"	"1983"	49525	4945152	1001.5
	"Missouri"	"29"	"1984"	"1984"	49131	4975430	987.5
	"Missouri"	"29"	"1985"	"1985"	50368	5002627	1006.8
	"Missouri"	"29"	"1986"	"1986"	50180	5023917	998.8
	"Missouri"	"29"	"1987"	"1987"	50695	5057592	1002.4
	"Missouri"	"29"	"1988"	"1988"	50840	5084041	1000.0
	"Missouri"	"29"	"1989"	"1989"	50426	5099228	988.9
	"Missouri"	"29"	"1990"	"1990"	50377	5119810	984.0
	"Missouri"	"29"	"1991"	"1991"	50885	5173480	983.6
	"Missouri"	"29"	"1992"	"1992"	50988	5218259	977.1
	"Missouri"	"29"	"1993"	"1993"	53746	5273201	1019.2
	"Missouri"	"29"	"1994"	"1994"	53785	5326464	1009.8
	"Missouri"	"29"	"1995"	"1995"	54402	5379909	1011.2
	"Missouri"	"29"	"1996"	"1996"	53910	5434012	992.1
	"Missouri"	"29"	"1997"	"1997"	54322	5483268	990.7
	"Missouri"	"29"	"1998"	"1998"	55070	5524750	996.8
"Total"	"Missouri"	"29"			1023437	102810780	995.5
	"Montana"	"30"	"1979"	"1979"	6476	790598	819.1
	"Montana"	"30"	"1980"	"1980"	6666	788004	845.9
	"Montana"	"30"	"1981"	"1981"	6729	796224	845.1
	"Montana"	"30"	"1982"	"1982"	6631	804762	824.0
	"Montana"	"30"	"1983"	"1983"	6713	813994	824.7
	"Montana"	"30"	"1984"	"1984"	6711	820809	817.6
	"Montana"	"30"	"1985"	"1985"	6724	821606	818.4
	"Montana"	"30"	"1986"	"1986"	6754	812728	831.0
	"Montana"	"30"	"1987"	"1987"	6613	804102	822.4
	"Montana"	"30"	"1988"	"1988"	6781	799194	848.5
	"Montana"	"30"	"1989"	"1989"	6755	799006	845.4
	"Montana"	"30"	"1990"	"1990"	6861	798774	858.9
	"Montana"	"30"	"1991"	"1991"	7014	809934	866.0
	"Montana"	"30"	"1992"	"1992"	7068	825876	855.8
	"Montana"	"30"	"1993"	"1993"	7472	844978	884.3
	"Montana"	"30"	"1994"	"1994"	7362	861438	854.6
	"Montana"	"30"	"1995"	"1995"	7629	876886	870.0
	"Montana"	"30"	"1996"	"1996"	7707	886342	869.5
	"Montana"	"30"	"1997"	"1997"	7769	890120	872.8
	"Montana"	"30"	"1998"	"1998"	7981	892677	894.1
"Total"	"Montana"	"30"			140416	16538052	849.0
	"Nebraska"	"31"	"1979"	"1979"	14247	1566773	909.3
	"Nebraska"	"31"	"1980"	"1980"	14474	1572604	920.4
	"Nebraska"	"31"	"1981"	"1981"	14616	1580405	924.8
	"Nebraska"	"31"	"1982"	"1982"	14577	1583033	920.8
	"Nebraska"	"31"	"1983"	"1983"	14718	1584550	928.8
	"Nebraska"	"31"	"1984"	"1984"	14673	1588722	923.6
	"Nebraska"	"31"	"1985"	"1985"	14903	1584368	940.6
	"Nebraska"	"31"	"1986"	"1986"	14678	1573401	932.9
	"Nebraska"	"31"	"1987"	"1987"	14827	1565620	947.0
	"Nebraska"	"31"	"1988"	"1988"	14872	1570938	946.7
	"Nebraska"	"31"	"1989"	"1989"	14800	1574764	939.8
	"Nebraska"	"31"	"1990"	"1990"	14769	1578064	935.9
	"Nebraska"	"31"	"1991"	"1991"	14725	1596681	922.2
	"Nebraska"	"31"	"1992"	"1992"	14644	1612239	908.3
	"Nebraska"	"31"	"1993"	"1993"	15026	1626390	923.9
	"Nebraska"	"31"	"1994"	"1994"	15011	1639753	915.4
	"Nebraska"	"31"	"1995"	"1995"	15267	1657690	921.0
	"Nebraska"	"31"	"1996"	"1996"	15484	1674423	924.7
	"Nebraska"	"31"	"1997"	"1997"	15282	1686860	905.9
	"Nebraska"	"31"	"1998"	"1998"	15198	1696464	895.9
"Total"	"Nebraska"	"31"			296791	32113742	924.2
	"Nevada"	"32"	"1979"	"1979"	5388	766883	702.6
	"Nevada"	"32"	"1980"	"1980"	5896	802587	734.6
	"Nevada"	"32"	"1981"	"1981"	5884	849258	692.8
	"Nevada"	"32"	"1982"	"1982"	6368	882729	721.4
	"Nevada"	"32"	"1983"	"1983"	6378	902325	706.8
	"Nevada"	"32"	"1984"	"1984"	6755	925490	729.9
	"Nevada"	"32"	"1985"	"1985"	7236	951751	760.3
	"Nevada"	"32"	"1986"	"1986"	7410	981594	754.9
	"Nevada"	"32"	"1987"	"1987"	7884	1024508	769.5
	"Nevada"	"32"	"1988"	"1988"	8474	1076531	787.2
	"Nevada"	"32"	"1989"	"1989"	8649	1139274	759.2
	"Nevada"	"32"	"1990"	"1990"	9318	1202941	774.6
	"Nevada"	"32"	"1991"	"1991"	9963	1296406	768.5
	"Nevada"	"32"	"1992"	"1992"	10277	1352217	760.0
	"Nevada"	"32"	"1993"	"1993"	11173	1411562	791.5
	"Nevada"	"32"	"1994"	"1994"	11913	1499740	794.3
	"Nevada"	"32"	"1995"	"1995"	12526	1581963	791.8
	"Nevada"	"32"	"1996"	"1996"	13185	1666989	790.9
	"Nevada"	"32"	"1997"	"1997"	13380	1764495	758.3
	"Nevada"	"32"	"1998"	"1998"	14464	1854096	780.1
"Total"	"Nevada"	"32"			182521	23933339	762.6
	"New Hampshire"	"33"	"1979"	"1979"	7460	912305	817.7
	"New Hampshire"	"33"	"1980"	"1980"	7647	921857	829.5
	"New Hampshire"	"33"	"1981"	"1981"	7701	937237	821.7
	"New Hampshire"	"33"	"1982"	"1982"	7616	948559	802.9
	"New Hampshire"	"33"	"1983"	"1983"	7973	958516	831.8
	"New Hampshire"	"33"	"1984"	"1984"	8039	977486	822.4
	"New Hampshire"	"33"	"1985"	"1985"	8483	998254	849.8
	"New Hampshire"	"33"	"1986"	"1986"	8592	1026391	837.1
	"New Hampshire"	"33"	"1987"	"1987"	8417	1056137	797.0
	"New Hampshire"	"33"	"1988"	"1988"	8770	1083938	809.1
	"New Hampshire"	"33"	"1989"	"1989"	8472	1105559	766.3
	"New Hampshire"	"33"	"1990"	"1990"	8488	1109074	765.3
	"New Hampshire"	"33"	"1991"	"1991"	8413	1110160	757.8
	"New Hampshire"	"33"	"1992"	"1992"	8545	1117966	764.3
	"New Hampshire"	"33"	"1993"	"1993"	8856	1129567	784.0
	"New Hampshire"	"33"	"1994"	"1994"	8920	1142653	780.6
	"New Hampshire"	"33"	"1995"	"1995"	9227	1157515	797.1
	"New Hampshire"	"33"	"1996"	"1996"	9395	1174827	799.7
	"New Hampshire"	"33"	"1997"	"1997"	9458	1189380	795.2
	"New Hampshire"	"33"	"1998"	"1998"	9495	1206114	787.2
"Total"	"New Hampshire"	"33"			169967	21263495	799.3
	"New Jersey"	"34"	"1979"	"1979"	65745	7376891	891.2
	"New Jersey"	"34"	"1980"	"1980"	68943	7369031	935.6
	"New Jersey"	"34"	"1981"	"1981"	67280	7410794	907.9
	"New Jersey"	"34"	"1982"	"1982"	67621	7436116	909.4
	"New Jersey"	"34"	"1983"	"1983"	69289	7472553	927.2
	"New Jersey"	"34"	"1984"	"1984"	69437	7521394	923.2
	"New Jersey"	"34"	"1985"	"1985"	71128	7574114	939.1
	"New Jersey"	"34"	"1986"	"1986"	71655	7631703	938.9
	"New Jersey"	"34"	"1987"	"1987"	72181	7682247	939.6
	"New Jersey"	"34"	"1988"	"1988"	73413	7725411	950.3
	"New Jersey"	"34"	"1989"	"1989"	71455	7740291	923.2
	"New Jersey"	"34"	"1990"	"1990"	70383	7735834	909.8
	"New Jersey"	"34"	"1991"	"1991"	70492	7817415	901.7
	"New Jersey"	"34"	"1992"	"1992"	70868	7882245	899.1
	"New Jersey"	"34"	"1993"	"1993"	72705	7950885	914.4
	"New Jersey"	"34"	"1994"	"1994"	72305	8017412	901.8
	"New Jersey"	"34"	"1995"	"1995"	74087	8085139	916.3
	"New Jersey"	"34"	"1996"	"1996"	73205	8153445	897.8
	"New Jersey"	"34"	"1997"	"1997"	72137	8222708	877.3
	"New Jersey"	"34"	"1998"	"1998"	71611	8293003	863.5
"Total"	"New Jersey"	"34"			1415940	155098631	912.9
	"New Mexico"	"35"	"1979"	"1979"	8722	1283865	679.4
	"New Mexico"	"35"	"1980"	"1980"	9093	1306062	696.2
	"New Mexico"	"35"	"1981"	"1981"	8678	1335253	649.9
	"New Mexico"	"35"	"1982"	"1982"	9248	1366486	676.8
	"New Mexico"	"35"	"1983"	"1983"	9205	1396135	659.3
	"New Mexico"	"35"	"1984"	"1984"	9562	1417741	674.5
	"New Mexico"	"35"	"1985"	"1985"	9763	1439684	678.1
	"New Mexico"	"35"	"1986"	"1986"	10114	1463653	691.0
	"New Mexico"	"35"	"1987"	"1987"	10344	1479456	699.2
	"New Mexico"	"35"	"1988"	"1988"	10425	1491143	699.1
	"New Mexico"	"35"	"1989"	"1989"	10572	1505199	702.4
	"New Mexico"	"35"	"1990"	"1990"	10625	1515717	701.0
	"New Mexico"	"35"	"1991"	"1991"	11270	1555923	724.3
	"New Mexico"	"35"	"1992"	"1992"	11176	1595850	700.3
	"New Mexico"	"35"	"1993"	"1993"	11731	1636911	716.7
	"New Mexico"	"35"	"1994"	"1994"	12129	1683067	720.6
	"New Mexico"	"35"	"1995"	"1995"	12545	1720613	729.1
	"New Mexico"	"35"	"1996"	"1996"	12481	1753127	711.9
	"New Mexico"	"35"	"1997"	"1997"	12653	1775156	712.8
	"New Mexico"	"35"	"1998"	"1998"	12907	1794370	719.3
"Total"	"New Mexico"	"35"			213243	30515411	698.8
	"New York"	"36"	"1979"	"1979"	164508	17642635	932.4
	"New York"	"36"	"1980"	"1980"	172853	17569902	983.8
	"New York"	"36"	"1981"	"1981"	168184	17580612	956.6
	"New York"	"36"	"1982"	"1982"	167405	17606044	950.8
	"New York"	"36"	"1983"	"1983"	169885	17700795	959.8
	"New York"	"36"	"1984"	"1984"	170762	17760104	961.5
	"New York"	"36"	"1985"	"1985"	172117	17812033	966.3
	"New York"	"36"	"1986"	"1986"	173540	17855619	971.9
	"New York"	"36"	"1987"	"1987"	173567	17896387	969.8
	"New York"	"36"	"1988"	"1988"	176315	17973645	981.0
	"New York"	"36"	"1989"	"1989"	171679	18020427	952.7
	"New York"	"36"	"1990"	"1990"	168936	18010739	938.0
	"New York"	"36"	"1991"	"1991"	167549	18130655	924.1
	"New York"	"36"	"1992"	"1992"	166333	18252611	911.3
	"New York"	"36"	"1993"	"1993"	171232	18382546	931.5
	"New York"	"36"	"1994"	"1994"	168764	18469421	913.7
	"New York"	"36"	"1995"	"1995"	168382	18534018	908.5
	"New York"	"36"	"1996"	"1996"	164395	18601063	883.8
	"New York"	"36"	"1997"	"1997"	158653	18668538	849.8
	"New York"	"36"	"1998"	"1998"	156619	18772357	834.3
"Total"	"New York"	"36"			3371678	361240151	933.4
	"North Carolina"	"37"	"1979"	"1979"	46675	5805293	804.0
	"North Carolina"	"37"	"1980"	"1980"	48440	5885456	823.0
	"North Carolina"	"37"	"1981"	"1981"	49236	5958396	826.3
	"North Carolina"	"37"	"1982"	"1982"	48551	6022244	806.2
	"North Carolina"	"37"	"1983"	"1983"	50208	6077569	826.1
	"North Carolina"	"37"	"1984"	"1984"	51046	6166516	827.8
	"North Carolina"	"37"	"1985"	"1985"	52988	6258979	846.6
	"North Carolina"	"37"	"1986"	"1986"	54609	6326197	863.2
	"North Carolina"	"37"	"1987"	"1987"	55316	6410298	862.9
	"North Carolina"	"37"	"1988"	"1988"	57641	6489369	888.2
	"North Carolina"	"37"	"1989"	"1989"	57477	6575819	874.1
	"North Carolina"	"37"	"1990"	"1990"	57315	6633506	864.0
	"North Carolina"	"37"	"1991"	"1991"	58880	6786010	867.7
	"North Carolina"	"37"	"1992"	"1992"	59611	6900726	863.8
	"North Carolina"	"37"	"1993"	"1993"	62486	7045119	886.9
	"North Carolina"	"37"	"1994"	"1994"	63240	7190261	879.5
	"North Carolina"	"37"	"1995"	"1995"	64918	7347430	883.5
	"North Carolina"	"37"	"1996"	"1996"	66293	7505290	883.3
	"North Carolina"	"37"	"1997"	"1997"	66022	7660857	861.8
	"North Carolina"	"37"	"1998"	"1998"	67993	7814558	870.1
"Total"	"North Carolina"	"37"			1138945	132859893	857.3
	"North Dakota"	"38"	"1979"	"1979"	5361	653417	820.5
	"North Dakota"	"38"	"1980"	"1980"	5596	653755	856.0
	"North Dakota"	"38"	"1981"	"1981"	5452	660558	825.4
	"North Dakota"	"38"	"1982"	"1982"	5390	669903	804.6
	"North Dakota"	"38"	"1983"	"1983"	5576	677113	823.5
	"North Dakota"	"38"	"1984"	"1984"	5546	680312	815.2
	"North Dakota"	"38"	"1985"	"1985"	5628	676853	831.5
	"North Dakota"	"38"	"1986"	"1986"	5289	668770	790.9
	"North Dakota"	"38"	"1987"	"1987"	5483	660408	830.2
	"North Dakota"	"38"	"1988"	"1988"	5664	654883	864.9
	"North Dakota"	"38"	"1989"	"1989"	5510	645879	853.1
	"North Dakota"	"38"	"1990"	"1990"	5678	638325	889.5
	"North Dakota"	"38"	"1991"	"1991"	5576	636172	876.5
	"North Dakota"	"38"	"1992"	"1992"	5697	638575	892.1
	"North Dakota"	"38"	"1993"	"1993"	5825	641483	908.1
	"North Dakota"	"38"	"1994"	"1994"	5895	645004	913.9
	"North Dakota"	"38"	"1995"	"1995"	5975	648019	922.0
	"North Dakota"	"38"	"1996"	"1996"	6011	650563	924.0
	"North Dakota"	"38"	"1997"	"1997"	5893	649952	906.7
	"North Dakota"	"38"	"1998"	"1998"	5920	647619	914.1
"Total"	"North Dakota"	"38"			112965	13097563	862.5
	"Ohio"	"39"	"1979"	"1979"	94946	10809033	878.4
	"Ohio"	"39"	"1980"	"1980"	98421	10809348	910.5
	"Ohio"	"39"	"1981"	"1981"	96487	10795737	893.8
	"Ohio"	"39"	"1982"	"1982"	94473	10761581	877.9
	"Ohio"	"39"	"1983"	"1983"	97551	10735643	908.7
	"Ohio"	"39"	"1984"	"1984"	96996	10736395	903.4
	"Ohio"	"39"	"1985"	"1985"	98941	10736928	921.5
	"Ohio"	"39"	"1986"	"1986"	99716	10731362	929.2
	"Ohio"	"39"	"1987"	"1987"	99240	10761881	922.1
	"Ohio"	"39"	"1988"	"1988"	100127	10802549	926.9
	"Ohio"	"39"	"1989"	"1989"	98375	10834811	908.0
	"Ohio"	"39"	"1990"	"1990"	98822	10850094	910.8
	"Ohio"	"39"	"1991"	"1991"	100190	10951104	914.9
	"Ohio"	"39"	"1992"	"1992"	99120	11031225	898.5
	"Ohio"	"39"	"1993"	"1993"	102696	11103679	924.9
	"Ohio"	"39"	"1994"	"1994"	103262	11154945	925.7
	"Ohio"	"39"	"1995"	"1995"	105940	11205299	945.4
	"Ohio"	"39"	"1996"	"1996"	105202	11244913	935.6
	"Ohio"	"39"	"1997"	"1997"	105345	11279094	934.0
	"Ohio"	"39"	"1998"	"1998"	105891	11315474	935.8
"Total"	"Ohio"	"39"			2001741	218651095	915.5
	"Oklahoma"	"40"	"1979"	"1979"	27841	2974068	936.1
	"Oklahoma"	"40"	"1980"	"1980"	28234	3030739	931.6
	"Oklahoma"	"40"	"1981"	"1981"	28617	3101005	922.8
	"Oklahoma"	"40"	"1982"	"1982"	29350	3213698	913.3
	"Oklahoma"	"40"	"1983"	"1983"	29438	3292987	894.0
	"Oklahoma"	"40"	"1984"	"1984"	29343	3285285	893.2
	"Oklahoma"	"40"	"1985"	"1985"	29782	3269949	910.8
	"Oklahoma"	"40"	"1986"	"1986"	29950	3249991	921.5
	"Oklahoma"	"40"	"1987"	"1987"	29290	3206611	913.4
	"Oklahoma"	"40"	"1988"	"1988"	30032	3165891	948.6
	"Oklahoma"	"40"	"1989"	"1989"	29816	3150823	946.3
	"Oklahoma"	"40"	"1990"	"1990"	30378	3146136	965.6
	"Oklahoma"	"40"	"1991"	"1991"	30275	3176556	953.1
	"Oklahoma"	"40"	"1992"	"1992"	30510	3221404	947.1
	"Oklahoma"	"40"	"1993"	"1993"	32422	3253331	996.6
	"Oklahoma"	"40"	"1994"	"1994"	32299	3282213	984.1
	"Oklahoma"	"40"	"1995"	"1995"	32853	3309855	992.6
	"Oklahoma"	"40"	"1996"	"1996"	33119	3341657	991.1
	"Oklahoma"	"40"	"1997"	"1997"	33944	3374534	1005.9
	"Oklahoma"	"40"	"1998"	"1998"	33929	3407252	995.8
"Total"	"Oklahoma"	"40"			611422	64453985	948.6
	"Oregon"	"41"	"1979"	"1979"	21056	2581971	815.5
	"Oregon"	"41"	"1980"	"1980"	21798	2636626	826.7
	"Oregon"	"41"	"1981"	"1981"	21843	2669849	818.1
	"Oregon"	"41"	"1982"	"1982"	21614	2664744	811.1
	"Oregon"	"41"	"1983"	"1983"	22462	2652041	847.0
	"Oregon"	"41"	"1984"	"1984"	23162	2665575	868.9
	"Oregon"	"41"	"1985"	"1985"	23896	2672205	894.2
	"Oregon"	"41"	"1986"	"1986"	23381	2683141	871.4
	"Oregon"	"41"	"1987"	"1987"	24265	2700862	898.4
	"Oregon"	"41"	"1988"	"1988"	24810	2742357	904.7
	"Oregon"	"41"	"1989"	"1989"	24918	2791767	892.6
	"Oregon"	"41"	"1990"	"1990"	25136	2843155	884.1
	"Oregon"	"41"	"1991"	"1991"	25015	2929085	854.0
	"Oregon"	"41"	"1992"	"1992"	25760	2992359	860.9
	"Oregon"	"41"	"1993"	"1993"	27602	3061333	901.6
	"Oregon"	"41"	"1994"	"1994"	27407	3121913	877.9
	"Oregon"	"41"	"1995"	"1995"	28214	3185037	885.8
	"Oregon"	"41"	"1996"	"1996"	28913	3248377	890.1
	"Oregon"	"41"	"1997"	"1997"	28771	3304834	870.6
	"Oregon"	"41"	"1998"	"1998"	29383	3354163	876.0
"Total"	"Oregon"	"41"			499406	57501394	868.5
	"Pennsylvania"	"42"	"1979"	"1979"	117402	11882234	988.0
	"Pennsylvania"	"42"	"1980"	"1980"	123594	11873224	1040.9
	"Pennsylvania"	"42"	"1981"	"1981"	120089	11866773	1012.0
	"Pennsylvania"	"42"	"1982"	"1982"	118817	11853261	1002.4
	"Pennsylvania"	"42"	"1983"	"1983"	121459	11840497	1025.8
	"Pennsylvania"	"42"	"1984"	"1984"	122009	11817071	1032.5
	"Pennsylvania"	"42"	"1985"	"1985"	123854	11776308	1051.7
	"Pennsylvania"	"42"	"1986"	"1986"	124395	11787507	1055.3
	"Pennsylvania"	"42"	"1987"	"1987"	125436	11816661	1061.5
	"Pennsylvania"	"42"	"1988"	"1988"	126028	11853242	1063.2
	"Pennsylvania"	"42"	"1989"	"1989"	123711	11874141	1041.9
	"Pennsylvania"	"42"	"1990"	"1990"	121951	11886559	1026.0
	"Pennsylvania"	"42"	"1991"	"1991"	122657	11987818	1023.2
	"Pennsylvania"	"42"	"1992"	"1992"	123520	12052611	1024.8
	"Pennsylvania"	"42"	"1993"	"1993"	126471	12123137	1043.2
	"Pennsylvania"	"42"	"1994"	"1994"	128045	12170062	1052.1
	"Pennsylvania"	"42"	"1995"	"1995"	127866	12201314	1048.0
	"Pennsylvania"	"42"	"1996"	"1996"	129280	12225148	1057.5
	"Pennsylvania"	"42"	"1997"	"1997"	127925	12229931	1046.0
	"Pennsylvania"	"42"	"1998"	"1998"	126700	12250692	1034.2
"Total"	"Pennsylvania"	"42"			2481209	239368191	1036.6
	"Rhode Island"	"44"	"1979"	"1979"	9090	957016	949.8
	"Rhode Island"	"44"	"1980"	"1980"	9325	948005	983.6
	"Rhode Island"	"44"	"1981"	"1981"	9174	953757	961.9
	"Rhode Island"	"44"	"1982"	"1982"	8988	954795	941.4
	"Rhode Island"	"44"	"1983"	"1983"	9307	956902	972.6
	"Rhode Island"	"44"	"1984"	"1984"	9435	962417	980.3
	"Rhode Island"	"44"	"1985"	"1985"	9647	969638	994.9
	"Rhode Island"	"44"	"1986"	"1986"	9718	978176	993.5
	"Rhode Island"	"44"	"1987"	"1987"	9703	990695	979.4
	"Rhode Island"	"44"	"1988"	"1988"	9723	997406	974.8
	"Rhode Island"	"44"	"1989"	"1989"	9557	1001925	953.9
	"Rhode Island"	"44"	"1990"	"1990"	9576	1004026	953.8
	"Rhode Island"	"44"	"1991"	"1991"	9398	1010812	929.7
	"Rhode Island"	"44"	"1992"	"1992"	9469	1012667	935.1
	"Rhode Island"	"44"	"1993"	"1993"	9786	1014973	964.2
	"Rhode Island"	"44"	"1994"	"1994"	9408	1015892	926.1
	"Rhode Island"	"44"	"1995"	"1995"	9657	1016502	950.0
	"Rhode Island"	"44"	"1996"	"1996"	9546	1020486	935.4
	"Rhode Island"	"44"	"1997"	"1997"	9820	1024948	958.1
	"Rhode Island"	"44"	"1998"	"1998"	9604	1031343	931.2
"Total"	"Rhode Island"	"44"			189931	19822381	958.2
	"South Carolina"	"45"	"1979"	"1979"	24363	3090454	788.3
