"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	30	22793277	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	30	22791296	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	34	22778035	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	26	22729074	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	32	22646513	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	21	22587626	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	19	22554095	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	30	22553033	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	29	22567603	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	29	22573497	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	21	22566674	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	28	22565698	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	11	22541834	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	18	22506245	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	24	22457574	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	15	22360010	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	20	22370467	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	18	22222991	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	16	22139556	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	25	21991019	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	31	22733874	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	21	22774804	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	23	22793277	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	22	22791296	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	26	22778035	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	21	22729074	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	25	22646513	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	14	22587626	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	14	22554095	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	22	22553033	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	24	22567603	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	23	22573497	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	14	22566674	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	20	22565698	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	16	22457574	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	12	22370467	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	11	22222991	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	18	21991019	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Meningococcal infection (A39)"	"GR113-009"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	21	22733874	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Meningococcal infection (A39)"	"GR113-009"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	11	22774804	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Meningococcal infection (A39)"	"GR113-009"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14	22793277	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Meningococcal infection (A39)"	"GR113-009"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10	22778035	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	4092	22733874	18.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	4129	22774804	18.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	4160	22793277	18.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	4206	22791296	18.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	4121	22778035	18.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	4008	22729074	17.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	4194	22646513	18.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	3996	22587626	17.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	4002	22554095	17.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	3842	22553033	17.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	3820	22567603	16.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	3681	22573497	16.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	3649	22566674	16.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	3534	22565698	15.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	3787	22541834	16.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	3839	22506245	17.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	3993	22457574	17.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	3805	22360010	17.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	3765	22370467	16.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	3416	22222991	15.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	3335	22139556	15.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	3379	21991019	15.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	213	22733874	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	264	22774804	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	265	22793277	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	256	22791296	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	224	22778035	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	275	22729074	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	238	22646513	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	268	22587626	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	263	22554095	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	309	22553033	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	273	22567603	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	280	22573497	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	291	22566674	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	312	22565698	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	305	22541834	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	328	22506245	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	273	22457574	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	210	22360010	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	179	22370467	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	162	22222991	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	142	22139556	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	121	21991019	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	552	22733874	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	514	22774804	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	488	22793277	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	472	22791296	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	453	22778035	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	427	22729074	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	349	22646513	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	333	22587626	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	305	22554095	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	296	22553033	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	243	22567603	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	205	22573497	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	232	22566674	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	186	22565698	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	188	22541834	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	148	22506245	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	138	22457574	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	125	22360010	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	123	22370467	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	113	22222991	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	100	22139556	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	87	21991019	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	583	22733874	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	444	22774804	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	457	22793277	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	482	22791296	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	504	22778035	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	512	22729074	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	518	22646513	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	437	22587626	1.9
