"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	51	21395912	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	42	21435388	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	34	21495030	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	41	21534456	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	38	21560800	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	32	21545115	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	20	21502430	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	40	21473276	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	32	21465654	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	29	21489933	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	36	21522082	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	28	21544283	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	32	21583243	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	22	21612526	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	23	21624643	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	27	21600423	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	29	21573234	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	23	21499074	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	39	21516859	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	33	21370068	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	25	21296205	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	32	21146974	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	44	21395912	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	35	21435388	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	27	21495030	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	32	21534456	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	30	21560800	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	22	21545115	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	16	21502430	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	28	21473276	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	24	21465654	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	22	21489933	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	27	21522082	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	21	21544283	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	22	21583243	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	18	21612526	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	18	21624643	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	18	21600423	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	18	21573234	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	12	21499074	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	26	21516859	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	21370068	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	18	21296205	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	20	21146974	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	10	21545115	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	12	21473276	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10	21583243	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	11	21573234	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	21499074	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	13	21516859	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	16	21370068	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	12	21146974	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Meningococcal infection (A39)"	"GR113-009"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	11	21395912	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Meningococcal infection (A39)"	"GR113-009"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	12	21495030	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Meningococcal infection (A39)"	"GR113-009"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15	21545115	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	2915	21395912	13.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	3114	21435388	14.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	3187	21495030	14.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	3358	21534456	15.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	3149	21560800	14.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	3264	21545115	15.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	3200	21502430	14.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	3268	21473276	15.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	3233	21465654	15.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	3279	21489933	15.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	3144	21522082	14.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	3092	21544283	14.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	3154	21583243	14.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	3177	21612526	14.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	3295	21624643	15.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	3376	21600423	15.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	3611	21573234	16.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	3606	21499074	16.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	3427	21516859	15.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	3419	21370068	16.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	3224	21296205	15.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	3236	21146974	15.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	419	21395912	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	487	21435388	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	512	21495030	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	568	21534456	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	509	21560800	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	505	21545115	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	503	21502430	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	611	21473276	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	632	21465654	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	637	21489933	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	630	21522082	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	670	21544283	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	655	21583243	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	683	21612526	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	648	21624643	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	622	21600423	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	587	21573234	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	439	21499074	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	381	21516859	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	284	21370068	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	261	21296205	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	254	21146974	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1450	21395912	6.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1360	21435388	6.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1260	21495030	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1249	21534456	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1152	21560800	5.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1030	21545115	4.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	963	21502430	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	916	21473276	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	806	21465654	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	744	21489933	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	644	21522082	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	633	21544283	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	532	21583243	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	468	21612526	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	490	21624643	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	399	21600423	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	368	21573234	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	384	21499074	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	331	21516859	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	287	21370068	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	295	21296205	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	275	21146974	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	578	21395912	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	436	21435388	2.0
