"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"2004"	"2004"	85169	10055315	847.0
	"Michigan"	"26"	"2005"	"2005"	86867	10051137	864.3
	"Michigan"	"26"	"2006"	"2006"	86042	10036081	857.3
	"Michigan"	"26"	"2007"	"2007"	86721	10001284	867.1
	"Michigan"	"26"	"2008"	"2008"	88445	9946889	889.2
	"Michigan"	"26"	"2009"	"2009"	86455	9901591	873.1
	"Michigan"	"26"	"2010"	"2010"	88021	9883640	890.6
	"Michigan"	"26"	"2011"	"2011"	89508	9876213	906.3
	"Michigan"	"26"	"2012"	"2012"	89901	9887238	909.3
	"Michigan"	"26"	"2013"	"2013"	92408	9898982	933.5
	"Michigan"	"26"	"2014"	"2014"	93914	9915767	947.1
	"Michigan"	"26"	"2015"	"2015"	95140	9917715	959.3
	"Michigan"	"26"	"2016"	"2016"	96231	9928300	969.3
"Total"	"Michigan"	"26"			1599954	179183694	892.9
	"Minnesota"	"27"	"1999"	"1999"	38537	4873481	790.7
	"Minnesota"	"27"	"2000"	"2000"	37690	4919479	766.1
	"Minnesota"	"27"	"2001"	"2001"	37735	4982796	757.3
	"Minnesota"	"27"	"2002"	"2002"	38510	5018935	767.3
	"Minnesota"	"27"	"2003"	"2003"	37620	5053572	744.4
	"Minnesota"	"27"	"2004"	"2004"	37034	5087713	727.9
	"Minnesota"	"27"	"2005"	"2005"	37535	5119598	733.2
	"Minnesota"	"27"	"2006"	"2006"	37028	5163555	717.1
	"Minnesota"	"27"	"2007"	"2007"	37138	5207203	713.2
	"Minnesota"	"27"	"2008"	"2008"	38499	5247018	733.7
	"Minnesota"	"27"	"2009"	"2009"	37851	5281203	716.7
	"Minnesota"	"27"	"2010"	"2010"	38972	5303925	734.8
	"Minnesota"	"27"	"2011"	"2011"	39820	5348562	744.5
	"Minnesota"	"27"	"2012"	"2012"	40016	5380285	743.8
	"Minnesota"	"27"	"2013"	"2013"	40987	5418521	756.4
	"Minnesota"	"27"	"2014"	"2014"	41445	5453109	760.0
	"Minnesota"	"27"	"2015"	"2015"	42800	5482435	780.7
	"Minnesota"	"27"	"2016"	"2016"	43078	5519952	780.4
"Total"	"Minnesota"	"27"			702295	93861342	748.2
	"Mississippi"	"28"	"1999"	"1999"	28185	2828408	996.5
	"Mississippi"	"28"	"2000"	"2000"	28654	2844658	1007.3
	"Mississippi"	"28"	"2001"	"2001"	28259	2852994	990.5
	"Mississippi"	"28"	"2002"	"2002"	28853	2858681	1009.3
	"Mississippi"	"28"	"2003"	"2003"	28489	2868312	993.2
	"Mississippi"	"28"	"2004"	"2004"	27871	2889010	964.7
	"Mississippi"	"28"	"2005"	"2005"	29196	2905943	1004.7
	"Mississippi"	"28"	"2006"	"2006"	28564	2904978	983.3
	"Mississippi"	"28"	"2007"	"2007"	28255	2928350	964.9
	"Mississippi"	"28"	"2008"	"2008"	28984	2947806	983.2
	"Mississippi"	"28"	"2009"	"2009"	28275	2958774	955.6
	"Mississippi"	"28"	"2010"	"2010"	28965	2967297	976.1
	"Mississippi"	"28"	"2011"	"2011"	29278	2978162	983.1
	"Mississippi"	"28"	"2012"	"2012"	29544	2984945	989.8
	"Mississippi"	"28"	"2013"	"2013"	30703	2990482	1026.7
	"Mississippi"	"28"	"2014"	"2014"	30557	2992400	1021.2
	"Mississippi"	"28"	"2015"	"2015"	31783	2989390	1063.2
	"Mississippi"	"28"	"2016"	"2016"	31741	2988726	1062.0
"Total"	"Mississippi"	"28"			526156	52679316	998.8
	"Missouri"	"29"	"1999"	"1999"	55931	5561948	1005.6
	"Missouri"	"29"	"2000"	"2000"	54865	5595211	980.6
	"Missouri"	"29"	"2001"	"2001"	54982	5641142	974.7
	"Missouri"	"29"	"2002"	"2002"	55940	5674825	985.8
	"Missouri"	"29"	"2003"	"2003"	55582	5709403	973.5
	"Missouri"	"29"	"2004"	"2004"	53950	5747741	938.6
	"Missouri"	"29"	"2005"	"2005"	54656	5790300	943.9
	"Missouri"	"29"	"2006"	"2006"	54681	5842704	935.9
	"Missouri"	"29"	"2007"	"2007"	54166	5887612	920.0
	"Missouri"	"29"	"2008"	"2008"	56578	5923916	955.1
	"Missouri"	"29"	"2009"	"2009"	54263	5961088	910.3
	"Missouri"	"29"	"2010"	"2010"	55281	5988927	923.1
	"Missouri"	"29"	"2011"	"2011"	55848	6010717	929.1
	"Missouri"	"29"	"2012"	"2012"	56094	6025415	931.0
	"Missouri"	"29"	"2013"	"2013"	57444	6042711	950.6
	"Missouri"	"29"	"2014"	"2014"	58320	6060930	962.2
	"Missouri"	"29"	"2015"	"2015"	59871	6076204	985.3
	"Missouri"	"29"	"2016"	"2016"	59873	6093000	982.7
"Total"	"Missouri"	"29"			1008325	105633794	954.5
	"Montana"	"30"	"1999"	"1999"	8128	897507	905.6
	"Montana"	"30"	"2000"	"2000"	8096	902195	897.4
	"Montana"	"30"	"2001"	"2001"	8265	906961	911.3
	"Montana"	"30"	"2002"	"2002"	8506	911667	933.0
	"Montana"	"30"	"2003"	"2003"	8467	919630	920.7
	"Montana"	"30"	"2004"	"2004"	8094	930009	870.3
	"Montana"	"30"	"2005"	"2005"	8528	940102	907.1
	"Montana"	"30"	"2006"	"2006"	8472	952692	889.3
	"Montana"	"30"	"2007"	"2007"	8624	964706	894.0
	"Montana"	"30"	"2008"	"2008"	8913	976415	912.8
	"Montana"	"30"	"2009"	"2009"	8730	983982	887.2
	"Montana"	"30"	"2010"	"2010"	8827	989415	892.1
	"Montana"	"30"	"2011"	"2011"	9115	997821	913.5
	"Montana"	"30"	"2012"	"2012"	8976	1005196	893.0
	"Montana"	"30"	"2013"	"2013"	9511	1014314	937.7
	"Montana"	"30"	"2014"	"2014"	9381	1022867	917.1
	"Montana"	"30"	"2015"	"2015"	9942	1032073	963.3
	"Montana"	"30"	"2016"	"2016"	9905	1042520	950.1
"Total"	"Montana"	"30"			158480	17390072	911.3
	"Nebraska"	"31"	"1999"	"1999"	15579	1704764	913.9
	"Nebraska"	"31"	"2000"	"2000"	14992	1711263	876.1
	"Nebraska"	"31"	"2001"	"2001"	15174	1719836	882.3
	"Nebraska"	"31"	"2002"	"2002"	15738	1728292	910.6
	"Nebraska"	"31"	"2003"	"2003"	15465	1738643	889.5
	"Nebraska"	"31"	"2004"	"2004"	14657	1749370	837.8
	"Nebraska"	"31"	"2005"	"2005"	14963	1761497	849.4
	"Nebraska"	"31"	"2006"	"2006"	14899	1772693	840.5
	"Nebraska"	"31"	"2007"	"2007"	15263	1783440	855.8
	"Nebraska"	"31"	"2008"	"2008"	15461	1796378	860.7
	"Nebraska"	"31"	"2009"	"2009"	14810	1812683	817.0
	"Nebraska"	"31"	"2010"	"2010"	15171	1826341	830.7
	"Nebraska"	"31"	"2011"	"2011"	15476	1842283	840.0
	"Nebraska"	"31"	"2012"	"2012"	15659	1855725	843.8
	"Nebraska"	"31"	"2013"	"2013"	15754	1868559	843.1
	"Nebraska"	"31"	"2014"	"2014"	15978	1881145	849.4
	"Nebraska"	"31"	"2015"	"2015"	16740	1893765	884.0
	"Nebraska"	"31"	"2016"	"2016"	16217	1907116	850.3
"Total"	"Nebraska"	"31"			277996	32353793	859.2
	"Nevada"	"32"	"1999"	"1999"	15082	1934718	779.5
	"Nevada"	"32"	"2000"	"2000"	15261	1998257	763.7
	"Nevada"	"32"	"2001"	"2001"	16285	2098399	776.1
	"Nevada"	"32"	"2002"	"2002"	16927	2173791	778.7
	"Nevada"	"32"	"2003"	"2003"	17858	2248850	794.1
	"Nevada"	"32"	"2004"	"2004"	17929	2346222	764.2
	"Nevada"	"32"	"2005"	"2005"	19029	2432143	782.4
	"Nevada"	"32"	"2006"	"2006"	18872	2522658	748.1
	"Nevada"	"32"	"2007"	"2007"	18687	2601072	718.4
	"Nevada"	"32"	"2008"	"2008"	19335	2653630	728.6
	"Nevada"	"32"	"2009"	"2009"	19224	2684665	716.1
	"Nevada"	"32"	"2010"	"2010"	19623	2700551	726.6
	"Nevada"	"32"	"2011"	"2011"	20343	2718379	748.4
	"Nevada"	"32"	"2012"	"2012"	20785	2752565	755.1
	"Nevada"	"32"	"2013"	"2013"	21468	2786464	770.4
	"Nevada"	"32"	"2014"	"2014"	21793	2833013	769.3
	"Nevada"	"32"	"2015"	"2015"	22879	2883758	793.4
	"Nevada"	"32"	"2016"	"2016"	23902	2940058	813.0
"Total"	"Nevada"	"32"			345282	45309193	762.1
	"New Hampshire"	"33"	"1999"	"1999"	9537	1222014	780.4
	"New Hampshire"	"33"	"2000"	"2000"	9697	1235786	784.7
	"New Hampshire"	"33"	"2001"	"2001"	9815	1255517	781.7
	"New Hampshire"	"33"	"2002"	"2002"	9853	1269089	776.4
	"New Hampshire"	"33"	"2003"	"2003"	9708	1279840	758.5
	"New Hampshire"	"33"	"2004"	"2004"	10111	1290121	783.7
	"New Hampshire"	"33"	"2005"	"2005"	10194	1298492	785.1
	"New Hampshire"	"33"	"2006"	"2006"	10060	1308389	768.9
	"New Hampshire"	"33"	"2007"	"2007"	10303	1312540	785.0
	"New Hampshire"	"33"	"2008"	"2008"	10268	1315906	780.3
	"New Hampshire"	"33"	"2009"	"2009"	10100	1316102	767.4
	"New Hampshire"	"33"	"2010"	"2010"	10201	1316470	774.9
	"New Hampshire"	"33"	"2011"	"2011"	10823	1318473	820.9
	"New Hampshire"	"33"	"2012"	"2012"	10730	1321182	812.2
	"New Hampshire"	"33"	"2013"	"2013"	10897	1322687	823.9
	"New Hampshire"	"33"	"2014"	"2014"	11516	1328743	866.7
	"New Hampshire"	"33"	"2015"	"2015"	11984	1330111	901.0
	"New Hampshire"	"33"	"2016"	"2016"	12203	1334795	914.2
"Total"	"New Hampshire"	"33"			188000	23376257	804.2
	"New Jersey"	"34"	"1999"	"1999"	73981	8359592	885.0
	"New Jersey"	"34"	"2000"	"2000"	74800	8414350	889.0
	"New Jersey"	"34"	"2001"	"2001"	74710	8492671	879.7
	"New Jersey"	"34"	"2002"	"2002"	74009	8552643	865.3
	"New Jersey"	"34"	"2003"	"2003"	73689	8601402	856.7
	"New Jersey"	"34"	"2004"	"2004"	71371	8634561	826.6
	"New Jersey"	"34"	"2005"	"2005"	71963	8651974	831.8
	"New Jersey"	"34"	"2006"	"2006"	70356	8661679	812.3
	"New Jersey"	"34"	"2007"	"2007"	69662	8677885	802.8
	"New Jersey"	"34"	"2008"	"2008"	70026	8711090	803.9
	"New Jersey"	"34"	"2009"	"2009"	68277	8755602	779.8
	"New Jersey"	"34"	"2010"	"2010"	69495	8791894	790.4
	"New Jersey"	"34"	"2011"	"2011"	70558	8841243	798.1
	"New Jersey"	"34"	"2012"	"2012"	70534	8873211	794.9
	"New Jersey"	"34"	"2013"	"2013"	71403	8899162	802.4
	"New Jersey"	"34"	"2014"	"2014"	71316	8925001	799.1
	"New Jersey"	"34"	"2015"	"2015"	72271	8935421	808.8
	"New Jersey"	"34"	"2016"	"2016"	73155	8944469	817.9
"Total"	"New Jersey"	"34"			1291576	156723850	824.1
	"New Mexico"	"35"	"1999"	"1999"	13676	1808082	756.4
	"New Mexico"	"35"	"2000"	"2000"	13425	1819046	738.0
	"New Mexico"	"35"	"2001"	"2001"	14129	1831690	771.4
	"New Mexico"	"35"	"2002"	"2002"	14344	1855309	773.1
	"New Mexico"	"35"	"2003"	"2003"	14805	1877574	788.5
	"New Mexico"	"35"	"2004"	"2004"	14298	1903808	751.0
	"New Mexico"	"35"	"2005"	"2005"	14983	1932274	775.4
	"New Mexico"	"35"	"2006"	"2006"	15296	1962137	779.6
	"New Mexico"	"35"	"2007"	"2007"	15482	1990070	778.0
	"New Mexico"	"35"	"2008"	"2008"	16005	2010662	796.0
	"New Mexico"	"35"	"2009"	"2009"	15643	2036802	768.0
	"New Mexico"	"35"	"2010"	"2010"	15931	2059179	773.7
	"New Mexico"	"35"	"2011"	"2011"	16452	2077756	791.8
	"New Mexico"	"35"	"2012"	"2012"	16710	2083784	801.9
	"New Mexico"	"35"	"2013"	"2013"	16805	2085193	805.9
	"New Mexico"	"35"	"2014"	"2014"	17579	2083024	843.9
	"New Mexico"	"35"	"2015"	"2015"	17685	2080328	850.1
	"New Mexico"	"35"	"2016"	"2016"	18365	2081015	882.5
"Total"	"New Mexico"	"35"			281613	35577733	791.5
	"New York"	"36"	"1999"	"1999"	159927	18882725	846.9
	"New York"	"36"	"2000"	"2000"	158203	18976457	833.7
	"New York"	"36"	"2001"	"2001"	159240	19082838	834.5
	"New York"	"36"	"2002"	"2002"	158118	19137800	826.2
	"New York"	"36"	"2003"	"2003"	155877	19175939	812.9
	"New York"	"36"	"2004"	"2004"	152681	19171567	796.4
	"New York"	"36"	"2005"	"2005"	152427	19132610	796.7
	"New York"	"36"	"2006"	"2006"	148806	19104631	778.9
	"New York"	"36"	"2007"	"2007"	147680	19132335	771.9
	"New York"	"36"	"2008"	"2008"	148698	19212436	774.0
	"New York"	"36"	"2009"	"2009"	146475	19307066	758.7
	"New York"	"36"	"2010"	"2010"	146432	19378102	755.7
	"New York"	"36"	"2011"	"2011"	149174	19519529	764.2
	"New York"	"36"	"2012"	"2012"	148991	19602769	760.1
	"New York"	"36"	"2013"	"2013"	150919	19673546	767.1
	"New York"	"36"	"2014"	"2014"	149944	19718515	760.4
	"New York"	"36"	"2015"	"2015"	153628	19747183	778.0
	"New York"	"36"	"2016"	"2016"	154358	19745289	781.7
"Total"	"New York"	"36"			2741578	347701337	788.5
	"North Carolina"	"37"	"1999"	"1999"	69600	7949361	875.5
	"North Carolina"	"37"	"2000"	"2000"	71935	8049313	893.7
	"North Carolina"	"37"	"2001"	"2001"	70934	8210122	864.0
	"North Carolina"	"37"	"2002"	"2002"	72027	8326201	865.1
	"North Carolina"	"37"	"2003"	"2003"	73459	8422501	872.2
	"North Carolina"	"37"	"2004"	"2004"	72384	8553152	846.3
	"North Carolina"	"37"	"2005"	"2005"	74638	8705407	857.4
	"North Carolina"	"37"	"2006"	"2006"	74716	8917270	837.9
	"North Carolina"	"37"	"2007"	"2007"	76046	9118037	834.0
	"North Carolina"	"37"	"2008"	"2008"	77283	9309449	830.2
	"North Carolina"	"37"	"2009"	"2009"	77117	9449566	816.1
	"North Carolina"	"37"	"2010"	"2010"	78773	9535483	826.1
	"North Carolina"	"37"	"2011"	"2011"	79882	9650963	827.7
	"North Carolina"	"37"	"2012"	"2012"	81925	9746175	840.6
	"North Carolina"	"37"	"2013"	"2013"	83329	9841590	846.7
	"North Carolina"	"37"	"2014"	"2014"	85367	9934399	859.3
	"North Carolina"	"37"	"2015"	"2015"	89133	10035186	888.2
	"North Carolina"	"37"	"2016"	"2016"	90465	10146788	891.6
"Total"	"North Carolina"	"37"			1399013	163900963	853.6
	"North Dakota"	"38"	"1999"	"1999"	6103	644259	947.3
	"North Dakota"	"38"	"2000"	"2000"	5856	642200	911.9
	"North Dakota"	"38"	"2001"	"2001"	6048	639062	946.4
	"North Dakota"	"38"	"2002"	"2002"	5892	638168	923.3
	"North Dakota"	"38"	"2003"	"2003"	6090	638817	953.3
	"North Dakota"	"38"	"2004"	"2004"	5601	644705	868.8
	"North Dakota"	"38"	"2005"	"2005"	5744	646089	889.0
	"North Dakota"	"38"	"2006"	"2006"	5868	649422	903.6
	"North Dakota"	"38"	"2007"	"2007"	5561	652822	851.8
	"North Dakota"	"38"	"2008"	"2008"	5871	657569	892.8
	"North Dakota"	"38"	"2009"	"2009"	5914	664968	889.4
	"North Dakota"	"38"	"2010"	"2010"	5944	672591	883.7
	"North Dakota"	"38"	"2011"	"2011"	5965	685476	870.2
	"North Dakota"	"38"	"2012"	"2012"	6038	702087	860.0
	"North Dakota"	"38"	"2013"	"2013"	6233	724019	860.9
	"North Dakota"	"38"	"2014"	"2014"	6184	739904	835.8
	"North Dakota"	"38"	"2015"	"2015"	6223	756835	822.2
	"North Dakota"	"38"	"2016"	"2016"	6242	757952	823.5
"Total"	"North Dakota"	"38"			107377	12156945	883.3
	"Ohio"	"39"	"1999"	"1999"	108517	11335454	957.3
	"Ohio"	"39"	"2000"	"2000"	108125	11353140	952.4
	"Ohio"	"39"	"2001"	"2001"	108027	11387404	948.7
	"Ohio"	"39"	"2002"	"2002"	109766	11407889	962.2
	"Ohio"	"39"	"2003"	"2003"	109110	11434788	954.2
	"Ohio"	"39"	"2004"	"2004"	106288	11452251	928.1
	"Ohio"	"39"	"2005"	"2005"	109031	11463320	951.1
	"Ohio"	"39"	"2006"	"2006"	106825	11481213	930.4
	"Ohio"	"39"	"2007"	"2007"	106534	11500468	926.3
	"Ohio"	"39"	"2008"	"2008"	109767	11515391	953.2
	"Ohio"	"39"	"2009"	"2009"	107156	11528896	929.5
	"Ohio"	"39"	"2010"	"2010"	108711	11536504	942.3
	"Ohio"	"39"	"2011"	"2011"	111427	11544824	965.2
	"Ohio"	"39"	"2012"	"2012"	112498	11550839	973.9
	"Ohio"	"39"	"2013"	"2013"	113258	11570022	978.9
	"Ohio"	"39"	"2014"	"2014"	114509	11594408	987.6
	"Ohio"	"39"	"2015"	"2015"	118188	11605090	1018.4
	"Ohio"	"39"	"2016"	"2016"	119572	11614373	1029.5
"Total"	"Ohio"	"39"			1987309	206876274	960.6
	"Oklahoma"	"40"	"1999"	"1999"	34700	3437147	1009.6
	"Oklahoma"	"40"	"2000"	"2000"	35079	3450654	1016.6
	"Oklahoma"	"40"	"2001"	"2001"	34682	3467100	1000.3
	"Oklahoma"	"40"	"2002"	"2002"	35502	3489080	1017.5
	"Oklahoma"	"40"	"2003"	"2003"	35721	3504892	1019.2
	"Oklahoma"	"40"	"2004"	"2004"	34483	3525233	978.2
	"Oklahoma"	"40"	"2005"	"2005"	36180	3548597	1019.6
	"Oklahoma"	"40"	"2006"	"2006"	35427	3594090	985.7
	"Oklahoma"	"40"	"2007"	"2007"	36032	3634349	991.4
	"Oklahoma"	"40"	"2008"	"2008"	37014	3668976	1008.8
	"Oklahoma"	"40"	"2009"	"2009"	35601	3717572	957.6
	"Oklahoma"	"40"	"2010"	"2010"	36529	3751351	973.8
	"Oklahoma"	"40"	"2011"	"2011"	37175	3786274	981.8
	"Oklahoma"	"40"	"2012"	"2012"	36870	3817054	965.9
	"Oklahoma"	"40"	"2013"	"2013"	38384	3852415	996.4
	"Oklahoma"	"40"	"2014"	"2014"	38464	3877499	992.0
	"Oklahoma"	"40"	"2015"	"2015"	39422	3907414	1008.9
	"Oklahoma"	"40"	"2016"	"2016"	39276	3923561	1001.0
"Total"	"Oklahoma"	"40"			656541	65953258	995.5
	"Oregon"	"41"	"1999"	"1999"	29422	3393941	866.9
	"Oregon"	"41"	"2000"	"2000"	29552	3421399	863.7
	"Oregon"	"41"	"2001"	"2001"	30158	3467937	869.6
	"Oregon"	"41"	"2002"	"2002"	31119	3513424	885.7
	"Oregon"	"41"	"2003"	"2003"	30912	3547376	871.4
	"Oregon"	"41"	"2004"	"2004"	30313	3569463	849.2
	"Oregon"	"41"	"2005"	"2005"	31091	3613202	860.5
	"Oregon"	"41"	"2006"	"2006"	31380	3670883	854.8
	"Oregon"	"41"	"2007"	"2007"	31403	3722417	843.6
	"Oregon"	"41"	"2008"	"2008"	31967	3768748	848.2
	"Oregon"	"41"	"2009"	"2009"	31636	3808600	830.6
	"Oregon"	"41"	"2010"	"2010"	31890	3831074	832.4
	"Oregon"	"41"	"2011"	"2011"	32788	3868031	847.7
	"Oregon"	"41"	"2012"	"2012"	32759	3899116	840.2
	"Oregon"	"41"	"2013"	"2013"	33939	3925751	864.5
	"Oregon"	"41"	"2014"	"2014"	34151	3968371	860.6
	"Oregon"	"41"	"2015"	"2015"	35705	4024634	887.2
	"Oregon"	"41"	"2016"	"2016"	35778	4093465	874.0
"Total"	"Oregon"	"41"			575963	67107832	858.3
	"Pennsylvania"	"42"	"1999"	"1999"	130283	12263805	1062.3
	"Pennsylvania"	"42"	"2000"	"2000"	130813	12281054	1065.2
	"Pennsylvania"	"42"	"2001"	"2001"	129729	12298970	1054.8
	"Pennsylvania"	"42"	"2002"	"2002"	130223	12331031	1056.1
	"Pennsylvania"	"42"	"2003"	"2003"	129769	12374658	1048.7
	"Pennsylvania"	"42"	"2004"	"2004"	127640	12410722	1028.5
	"Pennsylvania"	"42"	"2005"	"2005"	129532	12449990	1040.4
	"Pennsylvania"	"42"	"2006"	"2006"	125539	12510809	1003.4
	"Pennsylvania"	"42"	"2007"	"2007"	125104	12563937	995.7
	"Pennsylvania"	"42"	"2008"	"2008"	127462	12612285	1010.6
	"Pennsylvania"	"42"	"2009"	"2009"	124780	12666858	985.1
	"Pennsylvania"	"42"	"2010"	"2010"	124596	12702379	980.9
	"Pennsylvania"	"42"	"2011"	"2011"	128237	12744293	1006.2
	"Pennsylvania"	"42"	"2012"	"2012"	126981	12771854	994.2
	"Pennsylvania"	"42"	"2013"	"2013"	129123	12781338	1010.2
	"Pennsylvania"	"42"	"2014"	"2014"	128434	12790565	1004.1
	"Pennsylvania"	"42"	"2015"	"2015"	132598	12791904	1036.6
	"Pennsylvania"	"42"	"2016"	"2016"	133040	12784227	1040.7
"Total"	"Pennsylvania"	"42"			2313883	226130679	1023.3
	"Rhode Island"	"44"	"1999"	"1999"	9708	1040402	933.1
	"Rhode Island"	"44"	"2000"	"2000"	10027	1048319	956.5
	"Rhode Island"	"44"	"2001"	"2001"	10021	1057142	947.9
	"Rhode Island"	"44"	"2002"	"2002"	10246	1065995	961.2
	"Rhode Island"	"44"	"2003"	"2003"	10039	1071342	937.0
	"Rhode Island"	"44"	"2004"	"2004"	9769	1074579	909.1
	"Rhode Island"	"44"	"2005"	"2005"	10007	1067916	937.1
	"Rhode Island"	"44"	"2006"	"2006"	9690	1063096	911.5
	"Rhode Island"	"44"	"2007"	"2007"	9723	1057315	919.6
	"Rhode Island"	"44"	"2008"	"2008"	9738	1055003	923.0
	"Rhode Island"	"44"	"2009"	"2009"	9395	1053646	891.7
	"Rhode Island"	"44"	"2010"	"2010"	9579	1052567	910.1
	"Rhode Island"	"44"	"2011"	"2011"	9581	1052451	910.4
	"Rhode Island"	"44"	"2012"	"2012"	9354	1052901	888.4
	"Rhode Island"	"44"	"2013"	"2013"	9792	1053033	929.9
	"Rhode Island"	"44"	"2014"	"2014"	9770	1054480	926.5
	"Rhode Island"	"44"	"2015"	"2015"	10163	1055607	962.8
	"Rhode Island"	"44"	"2016"	"2016"	9735	1056426	921.5
"Total"	"Rhode Island"	"44"			176337	19032220	926.5
	"South Carolina"	"45"	"1999"	"1999"	36053	3974682	907.1
	"South Carolina"	"45"	"2000"	"2000"	36948	4012012	920.9
	"South Carolina"	"45"	"2001"	"2001"	36612	4064995	900.7
	"South Carolina"	"45"	"2002"	"2002"	37736	4107795	918.6
	"South Carolina"	"45"	"2003"	"2003"	38112	4150297	918.3
	"South Carolina"	"45"	"2004"	"2004"	37276	4210921	885.2
	"South Carolina"	"45"	"2005"	"2005"	38707	4270150	906.5
	"South Carolina"	"45"	"2006"	"2006"	38761	4357847	889.5
	"South Carolina"	"45"	"2007"	"2007"	39439	4444110	887.4
	"South Carolina"	"45"	"2008"	"2008"	40289	4528996	889.6
	"South Carolina"	"45"	"2009"	"2009"	40449	4589872	881.3
	"South Carolina"	"45"	"2010"	"2010"	41614	4625364	899.7
	"South Carolina"	"45"	"2011"	"2011"	42072	4672637	900.4
	"South Carolina"	"45"	"2012"	"2012"	43198	4720760	915.1
	"South Carolina"	"45"	"2013"	"2013"	44582	4767894	935.0
	"South Carolina"	"45"	"2014"	"2014"	45454	4828430	941.4
	"South Carolina"	"45"	"2015"	"2015"	47198	4894834	964.2
	"South Carolina"	"45"	"2016"	"2016"	48130	4961119	970.1
"Total"	"South Carolina"	"45"			732630	80182715	913.7
	"South Dakota"	"46"	"1999"	"1999"	6953	750412	926.6
	"South Dakota"	"46"	"2000"	"2000"	7021	754844	930.1
	"South Dakota"	"46"	"2001"	"2001"	6923	757972	913.4
	"South Dakota"	"46"	"2002"	"2002"	6898	760020	907.6
	"South Dakota"	"46"	"2003"	"2003"	7132	763729	933.8
	"South Dakota"	"46"	"2004"	"2004"	6833	770396	886.9
	"South Dakota"	"46"	"2005"	"2005"	7086	775493	913.7
	"South Dakota"	"46"	"2006"	"2006"	7084	783033	904.7
	"South Dakota"	"46"	"2007"	"2007"	6826	791623	862.3
	"South Dakota"	"46"	"2008"	"2008"	7083	799124	886.3
	"South Dakota"	"46"	"2009"	"2009"	6923	807067	857.8
	"South Dakota"	"46"	"2010"	"2010"	7100	814180	872.0
	"South Dakota"	"46"	"2011"	"2011"	7314	824398	887.2
	"South Dakota"	"46"	"2012"	"2012"	7333	834441	878.8
	"South Dakota"	"46"	"2013"	"2013"	7099	844922	840.2
	"South Dakota"	"46"	"2014"	"2014"	7507	852561	880.5
	"South Dakota"	"46"	"2015"	"2015"	7731	857919	901.1
	"South Dakota"	"46"	"2016"	"2016"	7845	865454	906.5
"Total"	"South Dakota"	"46"			128691	14407588	893.2
	"Tennessee"	"47"	"1999"	"1999"	53765	5638706	953.5
	"Tennessee"	"47"	"2000"	"2000"	55246	5689283	971.1
	"Tennessee"	"47"	"2001"	"2001"	55151	5750789	959.0
	"Tennessee"	"47"	"2002"	"2002"	56606	5795918	976.7
	"Tennessee"	"47"	"2003"	"2003"	57313	5847812	980.1
	"Tennessee"	"47"	"2004"	"2004"	55829	5910809	944.5
	"Tennessee"	"47"	"2005"	"2005"	57260	5991057	955.8
	"Tennessee"	"47"	"2006"	"2006"	56838	6088766	933.5
	"Tennessee"	"47"	"2007"	"2007"	57087	6175727	924.4
	"Tennessee"	"47"	"2008"	"2008"	58820	6247411	941.5
	"Tennessee"	"47"	"2009"	"2009"	58288	6306019	924.3
	"Tennessee"	"47"	"2010"	"2010"	59578	6346105	938.8
	"Tennessee"	"47"	"2011"	"2011"	60541	6397634	946.3
	"Tennessee"	"47"	"2012"	"2012"	61956	6454306	959.9
	"Tennessee"	"47"	"2013"	"2013"	63406	6494821	976.3
	"Tennessee"	"47"	"2014"	"2014"	64661	6544663	988.0
	"Tennessee"	"47"	"2015"	"2015"	66570	6595056	1009.4
	"Tennessee"	"47"	"2016"	"2016"	67857	6651194	1020.2
"Total"	"Tennessee"	"47"			1066772	110926076	961.7
	"Texas"	"48"	"1999"	"1999"	146858	20558220	714.4
	"Texas"	"48"	"2000"	"2000"	149939	20851820	719.1
	"Texas"	"48"	"2001"	"2001"	152779	21319622	716.6
	"Texas"	"48"	"2002"	"2002"	155524	21690325	717.0
	"Texas"	"48"	"2003"	"2003"	154870	22030931	703.0
	"Texas"	"48"	"2004"	"2004"	152870	22394023	682.6
	"Texas"	"48"	"2005"	"2005"	156457	22778123	686.9
	"Texas"	"48"	"2006"	"2006"	157150	23359580	672.7
	"Texas"	"48"	"2007"	"2007"	160548	23831983	673.7
	"Texas"	"48"	"2008"	"2008"	164914	24309039	678.4
	"Texas"	"48"	"2009"	"2009"	163249	24801761	658.2
	"Texas"	"48"	"2010"	"2010"	166527	25145561	662.3
	"Texas"	"48"	"2011"	"2011"	168640	25646389	657.6
	"Texas"	"48"	"2012"	"2012"	174187	26071655	668.1
	"Texas"	"48"	"2013"	"2013"	179183	26473525	676.8
	"Texas"	"48"	"2014"	"2014"	183912	26944751	682.6
	"Texas"	"48"	"2015"	"2015"	189654	27429639	691.4
	"Texas"	"48"	"2016"	"2016"	191966	27862596	689.0
"Total"	"Texas"	"48"			2969227	433499543	684.9
	"Utah"	"49"	"1999"	"1999"	12058	2203482	547.2
	"Utah"	"49"	"2000"	"2000"	12364	2233169	553.7
	"Utah"	"49"	"2001"	"2001"	12662	2283715	554.4
	"Utah"	"49"	"2002"	"2002"	13116	2324815	564.2
	"Utah"	"49"	"2003"	"2003"	13412	2360137	568.3
