"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2010"	"2010"	163	103783	157.1
	"Alabama"	"01"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2011"	"2011"	186	104514	178.0
	"Alabama"	"01"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2012"	"2012"	151	104066	145.1
	"Alabama"	"01"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2013"	"2013"	187	104062	179.7
	"Alabama"	"01"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2014"	"2014"	184	105098	175.1
	"Alabama"	"01"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2015"	"2015"	205	106859	191.8
	"Alabama"	"01"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2016"	"2016"	183	108692	168.4
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	22147	2099800	1054.7
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	22287	2103384	1059.6
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	22097	2109450	1047.5
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	22537	2112343	1066.9
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	22803	2120877	1075.2
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	22598	2128979	1061.4
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	22982	2143111	1072.4
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	23181	2166023	1070.2
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	23293	2181290	1067.9
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	23486	2196499	1069.2
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	23706	2210995	1072.2
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	23882	2216405	1077.5
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	24423	2224409	1098.0
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	24608	2232280	1102.4
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	25570	2238288	1142.4
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	25211	2242935	1124.0
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	26382	2245615	1174.8
	"Alabama"	"01"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	26656	2246894	1186.3
	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	"2001"	"2001"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	"2009"	"2009"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	"2013"	"2013"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	"2014"	"2014"	47	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	"2015"	"2015"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"1999"	"1999"	19	11664	162.9 (Unreliable)
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2000"	"2000"	19	12584	151.0 (Unreliable)
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2001"	"2001"	22	13547	162.4
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2002"	"2002"	24	14458	166.0
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2003"	"2003"	28	15227	183.9
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2004"	"2004"	17	15937	106.7 (Unreliable)
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2005"	"2005"	21	16600	126.5
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2006"	"2006"	31	17102	181.3
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2007"	"2007"	24	17568	136.6
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2008"	"2008"	29	17962	161.5
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2009"	"2009"	20	18761	106.6
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2010"	"2010"	22	19121	115.1
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2011"	"2011"	31	20441	151.7
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2012"	"2012"	28	21889	127.9
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2013"	"2013"	24	22688	105.8
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2014"	"2014"	36	23375	154.0
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2015"	"2015"	35	23878	146.6
	"Alaska"	"02"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2016"	"2016"	41	24455	167.7
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	1147	289602	396.1
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	1214	290236	418.3
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	1233	292032	422.2
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	1247	295175	422.5
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	1344	297807	451.3
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	1273	301870	421.7
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	1342	304320	441.0
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	1451	308019	471.1
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	1474	309570	476.1
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	1479	311450	474.9
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	1575	318241	494.9
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	1573	321482	489.3
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	1592	326353	487.8
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	1662	328322	506.2
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	1724	328934	524.1
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	1682	327794	513.1
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	1827	327714	557.5
	"Alaska"	"02"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	1859	329307	564.5
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"1999"	"1999"	25	12333	202.7
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2000"	"2000"	32	13268	241.2
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2001"	"2001"	27	14442	187.0
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2002"	"2002"	31	15485	200.2
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2003"	"2003"	29	16190	179.1
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2004"	"2004"	28	16942	165.3
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2005"	"2005"	26	17822	145.9
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2006"	"2006"	34	18403	184.8
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2007"	"2007"	37	18661	198.3
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2008"	"2008"	38	19294	197.0
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2009"	"2009"	26	19471	133.5
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2010"	"2010"	41	20128	203.7
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2011"	"2011"	48	21751	220.7
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2012"	"2012"	44	23663	185.9
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2013"	"2013"	43	25280	170.1
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2014"	"2014"	49	26112	187.7
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2015"	"2015"	59	26676	221.2
	"Alaska"	"02"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2016"	"2016"	50	27144	184.2
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	1516	311180	487.2
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	1646	310844	529.5
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	1680	313693	535.6
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	1723	317219	543.2
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	1772	319190	555.2
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	1725	324537	531.5
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	1766	328204	538.1
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	1830	331778	551.6
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	1916	334501	572.8
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	1929	338749	569.4
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	1979	342422	577.9
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	2078	349500	594.6
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	2176	354168	614.4
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	2169	357215	607.2
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	2200	359977	611.2
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	2349	359424	653.5
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	2379	359441	661.9
	"Alaska"	"02"	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	2515	360988	696.7
	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	"2005"	"2005"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	"2008"	"2008"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	"2009"	"2009"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	"2010"	"2010"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	"2015"	"2015"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	"2016"	"2016"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"1999"	"1999"	1715	598243	286.7
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2000"	"2000"	1856	625850	296.6
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2001"	"2001"	1913	662273	288.9
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2002"	"2002"	1975	692975	285.0
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2003"	"2003"	2173	721868	301.0
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2004"	"2004"	2184	753285	289.9
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2005"	"2005"	2275	793396	286.7
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2006"	"2006"	2237	836893	267.3
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2007"	"2007"	2433	874791	278.1
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2008"	"2008"	2380	905674	262.8
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2009"	"2009"	2513	926878	271.1
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2010"	"2010"	2491	943359	264.1
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2011"	"2011"	2544	961759	264.5
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2012"	"2012"	2743	980243	279.8
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2013"	"2013"	2965	999583	296.6
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2014"	"2014"	2985	1021250	292.3
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2015"	"2015"	3100	1042749	297.3
	"Arizona"	"04"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"2016"	"2016"	3267	1067264	306.1
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	17000	1920056	885.4
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	17263	1943725	888.1
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	17529	1979403	885.6
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	18216	2011242	905.7
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	18424	2042209	902.2
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	18316	2082321	879.6
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	19512	2137415	912.9
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	19848	2189241	906.6
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	19226	2222207	865.2
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	19257	2249604	856.0
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	19240	2263030	850.2
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	19523	2272835	859.0
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	20529	2289696	896.6
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	20479	2312661	885.5
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	20899	2332816	895.9
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	21125	2358897	895.5
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	22146	2387333	927.6
	"Arizona"	"04"	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	22634	2420912	934.9
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"1999"	"1999"	82	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2000"	"2000"	134	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2001"	"2001"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2002"	"2002"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2003"	"2003"	14	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2004"	"2004"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2005"	"2005"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2006"	"2006"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2008"	"2008"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2009"	"2009"	45	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2010"	"2010"	51	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2012"	"2012"	92	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2013"	"2013"	73	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2014"	"2014"	129	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2015"	"2015"	155	Not Applicable	Not Applicable
	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	"2016"	"2016"	205	Not Applicable	Not Applicable
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"1999"	"1999"	2435	637473	382.0
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2000"	"2000"	2459	669767	367.1
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2001"	"2001"	2642	704643	374.9
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2002"	"2002"	2840	733462	387.2
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2003"	"2003"	2902	759040	382.3
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2004"	"2004"	2953	787721	374.9
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2005"	"2005"	3231	824943	391.7
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2006"	"2006"	3234	865070	373.8
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2007"	"2007"	3306	898854	367.8
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2008"	"2008"	3139	925192	339.3
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2009"	"2009"	3120	939942	331.9
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2010"	"2010"	3104	951790	326.1
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2011"	"2011"	3247	972027	334.0
	"Arizona"	"04"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"2012"	"2012"	3447	991130	347.8
